"ibge.municode","uf","muni","electorate.96","comp.voting.98","depfedbranconulo98.pct","blank.inv.96","poverty_high_1991","frac_25_illit_1991","gini_1991","pt_pres_1994","latitude","longitude"
1101450,"RO","PARECIS",2201,"0",31.556106633602,13.227,73.0439987182617,39.3170013427734,0.479999989271164,11.2751584372171,-12.1961107254028,61.6013870239258
1101468,"RO","PIMENTEIRAS DO OESTE",756,"0",34.6879535558781,8.591,77.7990036010742,31.80299949646,0.547999978065491,11.2751584372171,-13.4825000762939,61.0466651916504
1101476,"RO","PRIMAVERA DE RONDONIA",3161,"0",26.386404293381,10.119,80.4390029907227,34.7169990539551,0.519999980926514,11.2751584372171,-11.8169441223145,61.3227767944336
1101484,"RO","SAO FELIPE D OESTE",4998,"0",30.8695652173913,11.787,82.3600006103516,35.8429985046387,0.504000008106232,11.2751584372171,-11.9025001525879,61.5022239685059
1101492,"RO","SAO FRANCISCO DO GUAPORE",3715,"0",27.5545350172216,12.901,72.4020004272461,30.2070007324219,0.597000002861023,11.2751584372171,-12.0522222518921,63.5675010681152
1101500,"RO","SERINGUEIRAS",4392,"0",27.2039569391912,11.678,84.2539978027344,36.0709991455078,0.587999999523163,15.6227501799856,-11.7980556488037,63.0311126708984
1101559,"RO","TEIXEIROPOLIS",3516,"0",33.3837429111531,14.158,81.443000793457,32.742000579834,0.514999985694885,11.2751584372171,-10.9174995422363,62.2494430541992
1101609,"RO","THEOBROMA",5602,"0",27.6667531793408,13.194,66.5800018310547,34.560001373291,0.503000020980835,13.4296977660972,-10.2388887405396,62.3583335876465
1101708,"RO","URUPA",7598,"0",29.8970870399442,10.307,72.879997253418,40.4980010986328,0.597000002861023,18.1560520173391,-11.1405553817749,62.3608322143555
1101757,"RO","VALE DO ANARI",3423,"0",28.3201722900215,13.102,58.757999420166,35.4070014953613,0.572000026702881,11.2751584372171,-9.86305522918701,62.1855545043945
1101807,"RO","VALE DO PARAISO",6091,"0",30.6225339763262,9.94,81.8720016479492,35.6920013427734,0.499000012874603,20.7983959168793,-10.4477777481079,62.1341667175293
1200013,"AC","ACRELANDIA",4608,"0",23.8012422360248,10.977,63.8110008239746,46.648998260498,0.522000014781952,9.22309027777778,-9.82777786254883,66.8833312988281
1200054,"AC","ASSIS BRASIL",2726,"0",18.2837429926693,7.264,64.1910018920898,40.148998260498,0.477999985218048,15.7006603081438,-10.9413890838623,69.5669479370117
1200104,"AC","BRASILEIA",9889,"0",18.9985272459499,12.479,74.1179962158203,47.4690017700195,0.550999999046326,14.5974994516341,-11.0161113739014,68.7480545043945
1200138,"AC","BUJARI",3879,"0",26.7656765676568,13.181,70.5490036010742,53.3709983825684,0.513000011444092,10.3260869565217,-9.83055591583252,67.9522247314453
1200179,"AC","CAPIXABA",2234,"0",28.3196239717979,11.786,69.7399978637695,57.4160003662109,0.565999984741211,8.10965162764135,-10.5727777481079,67.6755523681641
1200252,"AC","EPITACIOLANDIA",5540,"0",26.5902206836867,9.977,69.3249969482422,35.9529991149902,0.566999971866608,18.0977814297453,-11.0288887023926,68.7413864135742
1200302,"AC","FEIJO",10857,"0",28.3503767491927,11.079,81.7600021362305,62.8209991455078,0.549000024795532,13.5201724668925,-8.16416645050049,70.3536148071289
1200328,"AC","JORDAO",1235,"0",18.9787234042553,8.325,94.3710021972656,81.5510025024414,0.449999988079071,13.0526315789474,-9.43416690826416,71.8838882446289
